GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022500004,104,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,44,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-26,120,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,153,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,2,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,136,75,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,165,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,34,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,17,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,299,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,14,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,22,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,327,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,3,51,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,1,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,332,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,3,18,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,16,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,369,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,1,16,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,15,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,384,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,0,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,14,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,527,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,55,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,31,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,534,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,1,58,Made Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,16,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,562,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,0,2,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,27,34,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,581,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,11,7,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,17,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500004,599,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,9,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,225,1,0,20251022,DAL,SAS
Shot Chart Detail,0022500004,690,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,2,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-11,265,1,1,20251022,DAL,SAS
Shot Chart Detail,0022500010,125,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,2,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20251225,OKC,SAS
Shot Chart Detail,0022500010,141,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,142,131,1,1,20251225,OKC,SAS
Shot Chart Detail,0022500010,171,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,11,44,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,49,1,1,20251225,OKC,SAS
Shot Chart Detail,0022500010,194,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,9,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,143,212,1,0,20251225,OKC,SAS
Shot Chart Detail,0022500010,438,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,44,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,50,1,0,20251225,OKC,SAS
Shot Chart Detail,0022500010,452,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,54,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,29,1,0,20251225,OKC,SAS
Shot Chart Detail,0022500010,490,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,1,58,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-5,1,1,20251225,OKC,SAS
Shot Chart Detail,0022500010,588,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,-4,1,1,20251225,OKC,SAS
Shot Chart Detail,0022500067,85,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,24,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,69,115,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,87,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,21,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,31,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,219,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,9,20,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,32,1,1,20251126,POR,SAS
Shot Chart Detail,0022500067,234,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,8,25,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,26,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,460,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,44,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,42,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,489,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,3,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,17,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,619,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,16,252,1,0,20251126,POR,SAS
Shot Chart Detail,0022500067,646,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,5,56,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,25,1,1,20251126,POR,SAS
Shot Chart Detail,0022500076,52,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,7,0,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,14,1,1,20251128,DEN,SAS
Shot Chart Detail,0022500076,91,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,7,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,4,98,1,1,20251128,DEN,SAS
Shot Chart Detail,0022500076,223,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,7,44,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,11,1,0,20251128,DEN,SAS
Shot Chart Detail,0022500076,279,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,4,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,17,1,1,20251128,DEN,SAS
Shot Chart Detail,0022500076,437,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,12,1,1,20251128,DEN,SAS
Shot Chart Detail,0022500076,444,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,158,225,1,0,20251128,DEN,SAS
Shot Chart Detail,0022500076,625,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,1,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,22,97,1,0,20251128,DEN,SAS
Shot Chart Detail,0022500095,99,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,0,1,1,20251024,NOP,SAS
Shot Chart Detail,0022500095,135,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,59,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,5,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,272,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-94,234,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,350,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,1,4,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,4,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,513,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,6,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,518,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,1,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,7,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,520,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,1,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,6,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,589,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,197,163,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,601,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,191,159,1,1,20251024,NOP,SAS
Shot Chart Detail,0022500095,605,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,31,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,6,1,1,20251024,NOP,SAS
Shot Chart Detail,0022500095,647,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,4,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,1,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500095,652,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,3,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,178,1,0,20251024,NOP,SAS
Shot Chart Detail,0022500105,64,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,7,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,10,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,249,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,8,8,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,5,1,0,20251026,SAS,BKN
Shot Chart Detail,0022500105,289,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,10,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,342,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,2,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,5,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,355,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,1,26,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,510,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,81,152,1,0,20251026,SAS,BKN
Shot Chart Detail,0022500105,526,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,3,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,-6,1,0,20251026,SAS,BKN
Shot Chart Detail,0022500105,545,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,0,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,-7,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,617,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,-15,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,624,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,9,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500105,654,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,4,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,-2,1,1,20251026,SAS,BKN
Shot Chart Detail,0022500118,71,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,6,3,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,75,59,1,1,20251027,SAS,TOR
Shot Chart Detail,0022500118,112,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-183,168,1,1,20251027,SAS,TOR
Shot Chart Detail,0022500118,156,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,45,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,0,20251027,SAS,TOR
Shot Chart Detail,0022500118,165,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,10,1,1,20251027,SAS,TOR
Shot Chart Detail,0022500118,184,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,10,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,102,163,1,1,20251027,SAS,TOR
Shot Chart Detail,0022500118,444,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,27,1,0,20251027,SAS,TOR
Shot Chart Detail,0022500118,510,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,0,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,13,1,0,20251027,SAS,TOR
Shot Chart Detail,0022500118,545,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,10,58,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,22,1,0,20251027,SAS,TOR
Shot Chart Detail,0022500118,551,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,248,1,0,20251027,SAS,TOR
Shot Chart Detail,0022500141,93,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,8,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,25,1,0,20251030,SAS,MIA
Shot Chart Detail,0022500141,148,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,44,1,1,20251030,SAS,MIA
Shot Chart Detail,0022500141,163,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,57,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,26,1,0,20251030,SAS,MIA
Shot Chart Detail,0022500141,171,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,10,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-156,217,1,0,20251030,SAS,MIA
Shot Chart Detail,0022500141,181,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,11,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-239,44,1,1,20251030,SAS,MIA
Shot Chart Detail,0022500141,201,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,9,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,7,1,1,20251030,SAS,MIA
Shot Chart Detail,0022500141,229,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,7,39,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-26,43,1,1,20251030,SAS,MIA
Shot Chart Detail,0022500141,255,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,150,217,1,0,20251030,SAS,MIA
Shot Chart Detail,0022500141,327,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,1,6,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,3,1,1,20251030,SAS,MIA
Shot Chart Detail,0022500141,510,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,11,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,152,192,1,0,20251030,SAS,MIA
Shot Chart Detail,0022500154,53,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,6,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20251102,PHX,SAS
Shot Chart Detail,0022500154,80,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,6,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,86,63,1,0,20251102,PHX,SAS
Shot Chart Detail,0022500154,99,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,36,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,127,-12,1,1,20251102,PHX,SAS
Shot Chart Detail,0022500154,112,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,2,32,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,13,41,1,1,20251102,PHX,SAS
Shot Chart Detail,0022500154,136,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,24,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,0,20251102,PHX,SAS
Shot Chart Detail,0022500154,212,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,8,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-1,1,1,20251102,PHX,SAS
Shot Chart Detail,0022500154,245,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,6,19,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20251102,PHX,SAS
Shot Chart Detail,0022500154,248,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,29,1,0,20251102,PHX,SAS
Shot Chart Detail,0022500306,61,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,49,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,44,34,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,80,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,59,239,1,0,20251130,MIN,SAS
Shot Chart Detail,0022500306,86,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,205,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,8,12,Made Shot,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-43,43,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,208,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,7,50,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,243,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-87,163,1,0,20251130,MIN,SAS
Shot Chart Detail,0022500306,416,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,5,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,425,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,3,12,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,514,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,8,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,9,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,538,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,8,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,10,125,1,0,20251130,MIN,SAS
Shot Chart Detail,0022500306,610,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,1,29,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,48,1,1,20251130,MIN,SAS
Shot Chart Detail,0022500306,627,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,0,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-56,237,1,0,20251130,MIN,SAS
Shot Chart Detail,0022500322,91,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,56,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,6,1,0,20251202,SAS,MEM
Shot Chart Detail,0022500322,96,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20251202,SAS,MEM
Shot Chart Detail,0022500322,121,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,2,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-1,1,1,20251202,SAS,MEM
Shot Chart Detail,0022500322,242,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,7,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,1,1,1,20251202,SAS,MEM
Shot Chart Detail,0022500322,278,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,29,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,8,1,0,20251202,SAS,MEM
Shot Chart Detail,0022500322,360,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,0,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,18,1,0,20251202,SAS,MEM
Shot Chart Detail,0022500322,453,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,6,8,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-5,1,0,20251202,SAS,MEM
Shot Chart Detail,0022500322,475,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-100,229,1,0,20251202,SAS,MEM
Shot Chart Detail,0022500322,669,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,5,43,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,19,1,1,20251202,SAS,MEM
Shot Chart Detail,0022500322,673,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,5,5,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,5,1,1,20251202,SAS,MEM
Shot Chart Detail,0022500326,77,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,45,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,20,1,1,20251203,ORL,SAS
Shot Chart Detail,0022500326,84,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,33,1,0,20251203,ORL,SAS
Shot Chart Detail,0022500326,110,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,66,163,1,1,20251203,ORL,SAS
