GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022501130,264,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,197,168,1,1,20260404,DEN,SAS
Shot Chart Detail,0022501130,591,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,146,1,0,20260404,DEN,SAS
Shot Chart Detail,0022501130,604,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-92,102,1,1,20260404,DEN,SAS
Shot Chart Detail,0022501130,758,1642844,Dylan Harper,1610612759,San Antonio Spurs,5,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,35,-170,310,1,1,20260404,DEN,SAS
Shot Chart Detail,0022501146,88,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,82,144,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,114,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,7,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,265,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,6,31,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,224,63,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,294,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,3,49,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,88,-15,1,0,20260406,SAS,PHI
Shot Chart Detail,0022501146,310,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,2,40,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,5,1,0,20260406,SAS,PHI
Shot Chart Detail,0022501146,314,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,2,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,338,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,0,34,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23,1,0,20260406,SAS,PHI
Shot Chart Detail,0022501146,468,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,29,164,1,0,20260406,SAS,PHI
Shot Chart Detail,0022501146,534,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,0,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,56,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,592,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,8,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,1,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501146,637,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,5,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,1,20260406,SAS,PHI
Shot Chart Detail,0022501161,26,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,10,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-93,148,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,63,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,6,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-2,126,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,110,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-78,26,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,165,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,0,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,188,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,196,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,9,53,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-32,116,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,372,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,11,2,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,26,80,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,386,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,8,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,11,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,404,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,7,4,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,465,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,16,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,21,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,489,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,0,29,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20260408,SAS,POR
Shot Chart Detail,0022501161,509,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,11,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,198,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,575,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,6,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,602,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,4,37,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,89,32,1,0,20260408,SAS,POR
Shot Chart Detail,0022501161,669,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,2,9,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-1,99,1,0,20260408,SAS,POR
Shot Chart Detail,0022501180,17,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,10,47,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,18,1,1,20260410,SAS,DAL
Shot Chart Detail,0022501180,67,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-113,48,1,0,20260410,SAS,DAL
Shot Chart Detail,0022501180,69,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-175,204,1,0,20260410,SAS,DAL
Shot Chart Detail,0022501180,99,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,36,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,94,175,1,0,20260410,SAS,DAL
Shot Chart Detail,0022501180,225,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,8,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,11,1,1,20260410,SAS,DAL
Shot Chart Detail,0022501180,269,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,5,56,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,41,1,0,20260410,SAS,DAL
Shot Chart Detail,0022501180,410,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,9,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20260410,SAS,DAL
Shot Chart Detail,0022501180,437,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,7,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,25,1,1,20260410,SAS,DAL
Shot Chart Detail,0022501180,471,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,55,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,0,20260410,SAS,DAL
Shot Chart Detail,0022501197,83,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,50,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,43,62,1,1,20260412,SAS,DEN
Shot Chart Detail,0022501197,86,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,0,20260412,SAS,DEN
Shot Chart Detail,0022501197,117,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,18,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20260412,SAS,DEN
Shot Chart Detail,0022501197,286,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,4,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,3,1,0,20260412,SAS,DEN
Shot Chart Detail,0022501197,397,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,6,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,20,1,1,20260412,SAS,DEN
Shot Chart Detail,0022501197,400,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,6,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,230,1,0,20260412,SAS,DEN
Shot Chart Detail,0022501197,429,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,23,1,1,20260412,SAS,DEN
Shot Chart Detail,0022501197,441,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,3,31,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,21,1,0,20260412,SAS,DEN
Shot Chart Detail,0022501197,443,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,3,29,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20260412,SAS,DEN
Shot Chart Detail,0022501204,76,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,36,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,20,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501204,108,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,37,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501204,120,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,3,11,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,43,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,137,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501204,143,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,1,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,65,189,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,258,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,6,16,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-51,111,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,288,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,3,51,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,39,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501204,314,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,2,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,20,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,467,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,4,34,Missed Shot,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,15,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,475,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,3,37,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,11,50,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501204,611,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,15,1,0,20251210,LAL,SAS
Shot Chart Detail,0022501204,632,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,5,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,14,1,1,20251210,LAL,SAS
Shot Chart Detail,0022501230,66,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,5,48,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,42,59,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,94,1642844,Dylan Harper,1610612759,San Antonio Spurs,1,4,9,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,10,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,169,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,11,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,113,104,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,176,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,11,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,45,258,1,1,20251213,OKC,SAS
Shot Chart Detail,0022501230,180,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,10,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-103,90,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,196,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,9,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,227,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,250,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,6,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,87,246,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,257,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,6,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-58,118,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,345,1642844,Dylan Harper,1610612759,San Antonio Spurs,2,0,52,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-36,23,1,1,20251213,OKC,SAS
Shot Chart Detail,0022501230,445,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,5,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,29,1,1,20251213,OKC,SAS
Shot Chart Detail,0022501230,499,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,2,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-27,84,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,505,1642844,Dylan Harper,1610612759,San Antonio Spurs,3,1,42,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,38,1,0,20251213,OKC,SAS
Shot Chart Detail,0022501230,615,1642844,Dylan Harper,1610612759,San Antonio Spurs,4,7,20,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,85,79,1,0,20251213,OKC,SAS
